ProbeId	ProbeName	GeneSymbol	ENTREZID
1059986	CUST_98_PI416379584	ZNF883	169834
1059827	CUST_966_PI416379584	ARHGAP42	143872
1059805	CUST_964_PI416379584	PSMA1	5682
1056743	CUST_928_PI416379584	FABP9	646480
1056067	CUST_92_PI416379584	BICDL2	146439
1055327	CUST_91_PI416379584	CCDC163	126661
1048935	CUST_883_PI416379584	UBTFL1	642623
1040933	CUST_8697_PI416261804	LOC100130264	100130264
1024641	CUST_821_PI416379584	ACSM4	341392
1024516	CUST_8190_PI416261804	PCAT18	728606
1018786	CUST_792_PI416379584	GCNT7	140687
1015194	CUST_786_PI416379584	ZSCAN5B	342933
1014774	CUST_783_PI416379584	BTBD17	388419
1011680	CUST_767_PI416379584	HEPHL1	341208
1059210	CUST_7301_PI416261804	LAMB2P1	22973
1010352	CUST_673_PI416379584	ZNF846	162993
1010386	CUST_670_PI416379584	SLFN14	342618
1011401	CUST_592_PI416379584	ZNF391	346157
1012061	CUST_564_PI416379584	KRTAP19-8	728299
1012637	CUST_507_PI416379584	RASSF10	644943
1013988	CUST_4580_PI416261804	LOC100233156	100233156
1013607	CUST_4477_PI416261804	SMIM9	100132963
1013651	CUST_4435_PI416261804	LOC100129291	100129291
1013759	CUST_4387_PI416261804	PRAMENP	649179
1013802	CUST_433_PI416379584	LIPN	643418
1014284	CUST_4286_PI416261804	LINC01869	284365
1014316	CUST_4249_PI416261804	ZNF812P	729648
1014378	CUST_42_PI416379584	LRRC14B	389257
1015293	CUST_2937_PI416261804	LOC389199	389199
1015655	CUST_2561_PI416261804	MROH3P	647215
1015661	CUST_2558_PI416261804	LINC01686	284648
1015743	CUST_2538_PI416261804	LACTBL1	646262
1016215	CUST_2443_PI416261804	MIG7	723788
1020493	CUST_1350_PI416379584	BICC1	80114
1022986	CUST_1211_PI416379584	GSTK1	373156
1023436	CUST_11378_PI416261804	MYRF-AS1	NA
1023872	CUST_1119_PI416379584	LMNTD1	160492
1023903	CUST_1116_PI416379584	MAGEB16	139604
1024741	CUST_1075_PI416379584	ETV3	2117
1024185	CUST_10662_PI416261804	PLAC9P1	389033
1034539	A_24_P336441	GUK1	2987
1059685	CUST_952_PI416379584	ZNF534	147658
1026721	CUST_831_PI416379584	EPHA6	285220
1025945	CUST_827_PI416379584	PLA2G2C	391013
1060067	CUST_986_PI416379584	VSTM5	387804
1059657	CUST_95_PI416379584	KBTBD13	390594
1034837	CUST_863_PI416379584	LINC00552	100130386
1032774	A_24_P703830	NANOS3	342977
1060087	CUST_988_PI416379584	AKR1B15	441282
1010363	CUST_672_PI416379584	GNAT3	346562
1010813	CUST_641_PI416379584	KRTAP25-1	100131902
1013760	CUST_4384_PI416261804	FAM230I	388882
1013931	CUST_409_PI416379584	KRTAP27-1	643812
1014895	CUST_3460_PI416261804	FAM205C	100129969
1015023	CUST_3205_PI416261804	LRRC72	100506049
1020842	CUST_1423_PI416379584	FEZF1	389549
1021690	CUST_1262_PI416379584	CLCN5	1184
1023198	CUST_11949_PI416261804	C6orf141	135398
1024762	CUST_10731_PI416261804	PPBPP2	10895
1024491	CUST_1055_PI416379584	CR1L	1379
1025229	CUST_10_PI416379584	OR4N3P	390539
1059547	CUST_94_PI416379584	DYTN	391475
1025081	CUST_1053_PI416379584	MDGA2	161357
1026481	A_32_P48949	C9orf129	445577
1015078	CUST_3172_PI416261804	GUSBP10	642006
1021007	CUST_1336_PI416379584	JAKMIP1	152789
1022617	CUST_1169_PI416379584	CC2D2B	387707
1023369	CUST_1143_PI416379584	HIGD1C	613227
1024244	CUST_10608_PI416261804	GLYCTK	132158
1033341	A_24_P384839	LSS	4047
1013474	CUST_775_PI416379584	INSYN2B	100131897
1015065	CUST_3180_PI416261804	PAXIP1-AS1	202781
1012511	CUST_771_PI416379584	CCDC160	347475
1058971	CUST_6995_PI416261804	TMEM200C	645369
1015697	CUST_304_PI416379584	LIPK	643414
1015955	CUST_2816_PI416261804	PPIAL4G	644591
1016442	CUST_2713_PI416261804	PRSS56	646960
1054017	A_23_P146354	POMT1	10585
1059253	CUST_733_PI416379584	PIRT	644139
1012324	CUST_550_PI416379584	PRAMEF20	645425
1014051	CUST_4073_PI416261804	KCNJ2-AS1	400617
1020511	CUST_1349_PI416379584	PYDC2	152138
1022478	CUST_1242_PI416379584	ZAR1L	646799
1021999	CUST_1233_PI416379584	TRIM77	390231
1013578	CUST_4500_PI416261804	SPANXA2-OT1	619455
1033285	A_24_P414256	TMA7	51372
1034232	A_24_P340066	ELF4	2000
1060077	CUST_987_PI416379584	PATE4	399968
1059117	CUST_735_PI416379584	NKX2-4	644524
1013426	CUST_4691_PI416261804	SYCN	342898
1014145	CUST_3975_PI416261804	CALB2	794
1014990	CUST_784_PI416379584	CLRN2	645104
1015821	CUST_2453_PI416261804	SPATA42	642864
1060109	CUST_99_PI416379584	C12orf77	196415
1058721	CUST_759_PI416379584	DPF1	8193
1055400	CUST_913_PI416379584	MSGN1	343930
1034852	A_24_P323104	DIAPH1	1729
1011463	CUST_766_PI416379584	KCNU1	157855
1017674	CUST_1697_PI416261804	EIF5AL1	143244
1022367	CUST_1187_PI416379584	ARMS2	387715
1032521	A_24_P548866	HIGD1A	25994
1010595	CUST_687_PI416379584	C1orf68	100129271
1014574	CUST_3705_PI416261804	SMIM10L1	100129361
1023353	CUST_11440_PI416261804	PDCD4-AS1	282997
1045786	A_23_P379864	ASRGL1	80150
1056940	A_23_P122906	AUTS2	26053
1036345	CUST_864_PI416379584	DMRTA2	63950
1010375	CUST_671_PI416379584	EIF4E1B	253314
1032191	A_24_P653603	NDUFAF8	284184
1037284	CUST_865_PI416379584	RNASE9	390443
1014348	CUST_4215_PI416261804	PPP1R37	284352
1017431	CUST_16757_PI416261804	NTF3	4908
1023391	CUST_1141_PI416379584	SETBP1	26040
1024766	CUST_10729_PI416261804	SMAD5-AS1	9597
1039097	A_24_P113131	TSPOAP1	9256
1012386	CUST_539_PI416379584	TMEM273	170371
1016135	CUST_208_PI416261804	PSAPL1	768239
1021522	CUST_1326_PI416379584	BSPH1	100131137
1024248	CUST_10604_PI416261804	EFCAB3	146779
1022071	CUST_1278_PI416379584	RNF222	643904
1026882	A_32_P393316	RAPGEF3	10411
1038965	A_24_P119131	TMEM120B	144404
1017337	CUST_1802_PI417557136	GAD2	2572
1021838	CUST_1298_PI416379584	KPNA7	402569
1032948	A_24_P408047	PLEKHA4	57664
1020089	CUST_796_PI416379584	PSMG4	389362
1021961	CUST_12345_PI416261804	ARHGAP27P2	440461
1028783	A_32_P154121	SETDB2	83852
1029779	A_24_P945283	DLG3	1741
1011375	CUST_594_PI416379584	SEL1L2	80343
1022837	CUST_1215_PI416379584	SPINK5	11005
1027252	A_32_P29239	FAM205A	259308
1043791	A_23_P428738	ANG	283
1014364	CUST_779_PI416379584	ZNF680	340252
1047117	A_23_P34382	CLCA3P	9629
1028953	CUST_846_PI416379584	C1orf185	284546
1014196	CUST_3917_PI416261804	LINC01197	400456
1027707	A_32_P206839	CRIM1-DT	100288911
1044465	A_23_P418434	LINC01590	63914
1020790	CUST_798_PI416379584	DERL3	91319
1014115	CUST_401_PI417507815	TRABD2B	388630
1022049	CUST_12309_PI416261804	CSNK1A1P1	161635
1023617	CUST_1126_PI416379584	FAM228B	375190
1057149	A_23_P116173	COLCA2	120376
1060169	CUST_995_PI416379584	ULK2	9706
1059375	CUST_72_PI416379584	SPINK8	646424
1027958	A_32_P18723	TMEM64	169200
1042008	A_23_P6321	CLDN5	7122
1056894	CUST_931_PI416379584	CNPY1	285888
1012148	CUST_557_PI416379584	KRTAP24-1	643803
1054389	CUST_905_PI416379584	TPRA1	131601
1025794	A_32_P81674	LINC00599	157627
1013141	CUST_5133_PI416261804	NPW	283869
1010933	CUST_664_PI416379584	LRRC69	100130742
1013975	CUST_46_PI416379584	C4orf51	646603
1028603	A_32_P15512	C1orf194	127003
1036195	A_24_P241792	ZNF160	90338
1042782	A_23_P51986	MTMR11	10903
1019710	CUST_14958_PI416261804	BCL2A1	597
1023130	CUST_12_PI417557136	GABRA2	2555
1024384	CUST_1104_PI416379584	ARHGEF33	100271715
1044477	A_23_P418031	IFFO2	126917
1052009	A_23_P203332	FAM111A	63901
1048939	CUST_8827_PI416261804	PRDM16-DT	NA
1019445	CUST_14713_PI416261804	TAC4	255061
1023465	CUST_1171_PI416379584	TAS2R30	259293
1024165	CUST_1068_PI416379584	ZNF192P1	651302
1022562	CUST_1176_PI416379584	OCSTAMP	128506
1028016	A_32_P183367	CELF4	56853
1031512	A_24_P686965	SH2D5	400745
1034869	A_24_P322474	PDE4A	5141
1025302	CUST_824_PI416379584	HCCAT5	283902
1059059	CUST_741_PI416379584	KLLN	100144748
1019706	CUST_14961_PI416261804	BCL2A1	597
1023916	CUST_1115_PI416379584	PHGR1	644844
1011902	CUST_60_PI416379584	SLC45A4	57210
1012601	CUST_51_PI416379584	WTIP	126374
1059674	CUST_951_PI416379584	ABLIM2	84448
1051743	A_23_P201510	FCAMR	83953
1021200	CUST_1355_PI416379584	FBXW12	285231
1022469	CUST_1243_PI416379584	MANSC4	100287284
1025291	A_32_P97496	LINC00174	285908
1028095	A_32_P212471	RIIAD1	284485
1035650	A_24_P296808	PNMA8A	55228
1023980	CUST_1096_PI416379584	FAM186A	121006
1025621	CUST_1012_PI417557136	DDC	1644
1025710	CUST_1005_PI416379584	ZSCAN30	100101467
1029438	A_32_P111336	LOC101926934	101926934
1010407	CUST_669_PI416379584	CPSF4L	642843
1011558	CUST_623_PI416379584	PRRT4	401399
1013753	CUST_4390_PI416261804	RPL3	6122
1053709	A_23_P152505	ABAT	18
1027743	A_32_P20454	COPA	1314
1059373	CUST_711_PI416379584	TMEM201	199953
1024777	CUST_1072_PI416379584	AKAIN1	642597
1039492	A_24_P100382	GK	2710
1025941	A_32_P72758	MCTP2	55784
1028425	A_32_P162183	C2	717
1060125	CUST_991_PI416379584	LOC391322	391322
1056760	CUST_93_PI416379584	MIR205HG	642587
1059168	CUST_708_PI417557136	GABRA1	2554
1010268	CUST_676_PI416379584	PLSCR5	389158
1017967	CUST_16671_PI416261804	NAA11	84779
1021228	CUST_13520_PI416261804	CITED1	4435
1021273	CUST_1307_PI416379584	PLA2G4E	123745
1024349	CUST_1107_PI416379584	TMEM235	283999
1059599	CUST_9438_PI416261804	PCAT4	118425
1022127	CUST_1273_PI416379584	ANKRD34C	390616
1029786	A_24_P945113	ACVRL1	94
1037865	A_24_P165346	NFYC	4802
1010815	CUST_6409_PI416261804	EPOP	100170841
1017660	CUST_16984_PI416261804	KCNQ5	56479
1030865	A_24_P854913	METTL21A	151194
1033690	A_24_P393372	PACS2	23241
1040345	A_23_P80718	SYNPR	132204
1059505	CUST_718_PI416379584	PLXNA4	91584
1012399	CUST_538_PI416379584	LRRC30	339291
1040173	A_24_P174313	KANSL3	55683
1045279	A_23_P39294	TINCR	257000
1059634	CUST_947_PI416379584	LILRB4	11006
1023812	CUST_1148_PI416379584	MS4A13	503497
1026019	A_32_P89310	PLEKHM3	389072
1029417	A_32_P112623	FAM27E2	100289124
1023080	CUST_1204_PI416379584	JPH4	84502
1023246	CUST_1161_PI416379584	SSC5D	284297
1031076	A_24_P9090	HNRNPDL	9987
1030677	A_24_P89701	IMPDH1	3614
1034310	A_24_P365365	TCF3	6929
1054074	A_23_P145644	DDC	1644
1011296	CUST_611_PI416379584	TMEM14B	81853
1039219	A_24_P155617	DAOA	267012
1038154	A_24_P131622	FAM107A	11170
1011283	CUST_612_PI416379584	KRTAP20-3	337985
1032391	CUST_858_PI416379584	TMEM233	387890
1021896	CUST_12501_PI416261804	GAPDH	2597
1031148	A_24_P81298	PPP6C	5537
1043328	A_23_P52589	RASSF7	8045
1059840	CUST_9671_PI416261804	LOC729603	729603
1015981	CUST_2793_PI416261804	TOMM40	10452
1022210	CUST_1265_PI416379584	TATDN3	128387
1025204	CUST_10154_PI416261804	SNX20	124460
1055935	CUST_916_PI416379584	EXOC6B	23233
1010541	CUST_652_PI416379584	ZC2HC1B	153918
1011246	CUST_644_PI416379584	FAM149B1	317662
1024111	CUST_10853_PI416261804	GHRLOS	100126793
1011022	CUST_636_PI416379584	LRRIQ4	344657
1013087	CUST_518_PI416379584	SIGLEC14	100049587
1019962	CUST_1410_PI416261804	NOXRED1	122945
1025505	A_32_P85978	ZNF414	84330
1033985	A_24_P380234	FAM53C	51307
1031687	A_24_P766716	CMKLR1	1240
1037447	A_24_P20630	LEF1	51176
1026166	A_32_P63013	MIR4697HG	283174
1036103	A_24_P245838	MGAT3	4248
1058781	CUST_7046_PI416261804	LINC00476	100128782
1022335	CUST_11897_PI416261804	TREML3P	340206
1026887	A_32_P39093	ABHD17C	58489
1042069	A_23_P62429	RTL8A	26071
1051376	CUST_891_PI416379584	FAHD1	81889
1010396	CUST_6697_PI416261804	HS2ST1	9653
1025912	A_32_P74409	C11orf96	387763
1026298	A_32_P77732	C16orf82	162083
1026340	A_32_P539599	WEE2-AS1	285962
1028758	A_32_P168464	CASK	8573
1024857	CUST_823_PI416379584	CFAP47	286464
1059007	CUST_746_PI416379584	TRIM17	51127
1059081	CUST_742_PI416379584	NOTO	344022
1013020	CUST_523_PI416379584	ANKRD20A4-ANKRD20A20P	110006327
1017635	CUST_17002_PI416261804	NOX4	50507
1023176	CUST_1220_PI416379584	GAD2	2572
1024370	CUST_1105_PI416379584	HMGXB3	22993
1028079	A_32_P213624	RTCA	8634
1032186	A_24_P655268	OIP5-AS1	729082
1020412	CUST_1364_PI416379584	MYSM1	114803
1026010	A_32_P89730	LOH12CR2	503693
1030539	A_24_P91832	ATP1B4	23439
1026039	A_32_P88415	MYOZ3	91977
1056233	A_23_P126486	CROCCP2	84809
1029213	A_32_P123629	TTC39C	125488
1045955	A_23_P386310	HRH4	59340
1013819	CUST_4183_PI416261804	GATA6-AS1	100128893
1025605	CUST_10130_PI416261804	ANKUB1	389161
1029464	A_32_P109653	SNCA	6622
1010656	CUST_682_PI416379584	C5orf49	134121
1014359	CUST_4205_PI416261804	UPK1A-AS1	100862728
1016811	CUST_186_PI416379584	UNK	85451
1014394	CUST_4184_PI416261804	GATA6-AS1	100128893
1031469	A_24_P694760	ERC1	23085
1017569	CUST_16519_PI416261804	UBN2	254048
1022867	CUST_809_PI416379584	SH2D7	646892
1059044	CUST_740_PI416379584	PRR23A	729627
1017508	CUST_1658_PI416261804	S100A16	140576
1029400	A_32_P113584	ZNF292	23036
1031805	A_24_P664995	CBX5	23468
1029646	A_32_P103837	SINHCAF	58516
1034670	A_24_P329635	TSC1	7248
1027605	A_32_P220739	ZNF658B	401509
1041709	A_23_P68949	ST13	6767
1026241	A_32_P57854	OST4	100128731
1028608	A_32_P155026	NFIA	4774
1038056	A_24_P14595	POFUT2	23275
1015274	CUST_2952_PI416261804	GIMD1	100507096
1024050	CUST_1090_PI416379584	CHM	1121
1024773	CUST_10721_PI416261804	ASMTL-AS1	80161
1029118	A_32_P128209	LINC01554	202299
1057152	A_23_P116123	CHEK1	1111
1028875	A_32_P145241	LOC389705	389705
1037990	A_24_P149124	NREP	9315
1027438	A_32_P228037	PDE11A	50940
1021220	CUST_1353_PI416379584	RIOK2	55781
1026533	A_32_P47027	TMEM229A	730130
1026729	A_32_P42574	C1orf198	84886
1026456	A_32_P49631	LOC729683	729683
1033442	A_24_P373297	ZDHHC7	55625
1060158	CUST_994_PI416379584	C16orf90	646174
1011305	CUST_6102_PI416261804	PPP1R14D	54866
1027256	A_32_P28939	ALKBH2	121642
1059625	CUST_9461_PI416261804	FABP12	646486
1031890	A_24_P598406	RNF216P1	441191
1044414	A_23_P420092	DENND4A	10260
1014541	CUST_3728_PI416261804	LOC728715	728715
1031740	A_24_P677642	FAM21EP	100421577
1053166	A_23_P159076	SLC17A8	246213
1046074	A_23_P371885	ARL17A	51326
1033756	CUST_8611_PI416261804	ECSIT	51295
1017339	CUST_1801_PI417557136	GAD2	2572
1026541	A_32_P64699	SEPTIN7P9	NA
1032883	A_24_P410627	MKRN1	23608
1010329	CUST_697_PI416379584	C12orf71	728858
1015232	CUST_2997_PI416261804	LOC100130744	100130744
1031370	A_24_P72518	AHCYL2	23382
1024714	CUST_1077_PI416379584	IPP	3652
1013921	CUST_41_PI416379584	AJM1	389813
1014715	CUST_3610_PI416261804	SHANK2-AS3	220070
1027288	A_32_P26376	POGLUT1	56983
1027746	A_32_P204376	ANKRD20A5P	440482
1030463	A_24_P921823	TCF7L2	6934
1039241	A_24_P153840	FGD3	89846
1021372	CUST_12932_PI416261804	NCR3	259197
1015407	CUST_3310_PI416261804	MCPH1-AS1	100507530
1025280	A_32_P98348	ZNF525	170958
1029185	CUST_8484_PI416261804	LOC100130987	100130987
1029756	A_24_P95723	FAM30A	9834
1030219	A_24_P928969	PTPN3	5774
1011489	CUST_628_PI416379584	LEPROTL1	23484
1012530	CUST_53_PI416383280	SPRR3	6707
1016536	CUST_201_PI416379584	TTC24	164118
1048154	CUST_8800_PI416261804	GLRA4	441509
1036572	A_24_P272993	MEG3	55384
1028340	CUST_8376_PI416261804	YAE1	57002
1023923	CUST_11_PI417557136	GABRA2	2555
1054338	CUST_902_PI416379584	NEMP2	100131211
1021001	CUST_13364_PI416261804	GAD2	2572
1023190	CUST_11957_PI416261804	LINC01126	100129726
1034613	A_24_P332081	JAKMIP3	282973
1011069	CUST_633_PI416379584	LRRIQ3	127255
1025631	CUST_1011_PI417557136	DDC	1644
1028797	A_32_P1533	LOC202181	202181
1033284	A_24_P414269	ALG3	10195
1051077	A_23_P207400	BRCA1	672
1016657	CUST_191_PI417507815	GCSH	2653
1018915	CUST_15323_PI416261804	BEND3P3	650623
1036697	A_24_P218265	TNFRSF10B	8795
1035007	A_24_P332647	SSH1	54434
1059034	CUST_707_PI417557136	GABRA1	2554
1032544	A_24_P542375	PTMA	5757
1033928	A_24_P349965	TCF19	6941
1045563	A_23_P387630	STARD8	9754
1048101	A_23_P324351	BPESC1	60467
1030459	A_24_P921933	SRSF1	6426
1029343	CUST_8494_PI416261804	LINC00598	646982
1022323	CUST_11903_PI416261804	RBM12B-AS1	55472
1037376	A_24_P168925	CHRDL1	91851
1038514	A_24_P109652	PEAK1	79834
1011868	CUST_6017_PI416261804	TMEM14EP	645843
1025469	A_32_P90859	H2AP	NA
1028769	A_32_P167856	CTAGE9	643854
1055342	CUST_912_PI416379584	ACOXL	55289
1014416	CUST_3841_PI416261804	KLHL33	123103
1053970	A_23_P148602	INE1	8552
1048444	CUST_8812_PI416261804	ASB14	142686
1025393	A_32_P9382	MZT1	440145
1028750	A_32_P169114	GRIN2A	2903
1020443	CUST_1361_PI416379584	ST6GALNAC3	256435
1034237	A_24_P339869	ZBTB21	49854
1043069	A_23_P55917	SYT3	84258
1022707	CUST_11623_PI416261804	C22orf34	348645
1032778	A_24_P702813	XPR1	9213
1048548	A_23_P312565	ANKRD19P	138649
1031992	A_24_P57528	SLC39A11	201266
1032294	A_24_P475556	GLG1	2734
1041432	A_23_P72387	AFAP1	60312
1021212	CUST_1354_PI416379584	IRGM	345611
1022340	CUST_11890_PI416261804	LMNTD1	160492
1034428	A_24_P35891	ZNF219	51222
1051194	A_23_P206140	DNAJA4	55466
1037201	A_24_P184388	LRTOMT	220074
1012354	CUST_548_PI416379584	BSX	390259
1038504	A_24_P110062	PTPMT1	114971
1014841	CUST_3496_PI416261804	C10orf105	414152
1037566	A_24_P201258	LINC00474	58483
1026380	A_32_P524904	C11orf86	254439
1029954	A_24_P941188	OTUD3	23252
1023882	CUST_1118_PI416379584	LMNTD1	160492
1037123	A_24_P224488	MAPT	4137
1013777	CUST_4363_PI416261804	LOC105372990	105372990
1027237	A_32_P30153	CFAP97	57587
1027678	A_32_P209094	FGGY	55277
1014689	CUST_3626_PI416261804	MRVI1-AS1	100129827
1023434	CUST_1138_PI416379584	PARD6G-AS1	100130522
1038345	A_24_P159094	UBR7	55148
1023410	CUST_114_PI416379584	RGP1	9827
1040101	A_23_P90587	HS6ST1	9394
1030716	A_24_P88850	MRAS	22808
1042184	A_23_P61529	GLB1	2720
1029484	A_32_P10886	C6orf52	347744
1056378	A_23_P124642	RASGRP1	10125
1012527	CUST_530_PI416379584	SNX30	401548
1022379	CUST_1186_PI416379584	ARL5C	390790
1013000	CUST_5247_PI416261804	AFDN-DT	653483
1023154	CUST_1198_PI416379584	PEX26	55670
1026574	A_32_P464135	DACH2	117154
1015397	CUST_3320_PI416261804	BIN3-IT1	80094
1033147	A_24_P389714	ZRANB1	54764
1046606	A_23_P355776	LINC00266-1	140849
1058647	A_23_P104624	ENDOD1	23052
1032862	A_24_P417706	MXD3	83463
1019665	CUST_15_PI416558187	PENK	5179
1033861	A_24_P354451	ACOX3	8310
1050210	A_23_P24104	PLAU	5328
1038350	A_24_P15877	EPN1	29924
1045891	A_23_P375524	LCE1D	353134
1028736	A_32_P170003	TRAF3IP1	26146
1047420	A_23_P331928	CD109	135228
1018242	CUST_164_PI417507815	USP46-AS1	643783
1029100	A_32_P135348	TANC1	85461
1015395	CUST_3322_PI416261804	LOC100128993	100128993
1020002	CUST_14664_PI416261804	ADAD1	132612
1029590	A_32_P108066	SLC12A3	6559
1030380	A_24_P926783	ZNF880	400713
1031105	A_24_P898945	FAM210A	125228
1059794	CUST_963_PI416379584	SEC14L1	6397
1031896	A_24_P597190	LINC02113	102724855
1013806	CUST_4323_PI416261804	SNAP25-AS1	100131208
1010608	CUST_686_PI416379584	TROAP	10024
1025315	A_32_P96036	MEX3A	92312
1035895	A_24_P265856	SENP7	57337
1050338	A_23_P215459	ELN	2006
1059707	CUST_9542_PI416261804	GK3P	2713
1027080	A_32_P42925	MYL12B	103910
1028269	A_32_P163805	LINC00301	283197
1029552	A_32_P130641	STARD9	57519
1013815	CUST_4314_PI416261804	SNAP25-AS1	100131208
1015429	CUST_33_PI416383280	TMEM177	80775
1032780	A_24_P42693	CYP4F11	57834
1037135	A_24_P223124	FNDC3B	64778
1014903	CUST_3456_PI416261804	C9orf92	100129385
1023832	CUST_1122_PI416379584	RFX8	731220
1032880	A_24_P410686	KDELR2	11014
1014902	CUST_3457_PI416261804	C9orf92	100129385
1043439	A_23_P4773	LILRB5	10990
1021076	CUST_132_PI416379584	FER1L5	90342
1043007	A_23_P56703	TRABD2A	129293
1023485	CUST_1136_PI416379584	TMEM236	653567
1033601	A_24_P398130	USP6NL	9712
1018783	CUST_15425_PI416261804	ATP1A1-AS1	84852
1031401	A_24_P718973	C1orf122	127687
1049806	A_23_P22143	PDE6B	5158
1033911	A_24_P350644	PRRC2B	84726
1029224	CUST_8486_PI416261804	HDHD5-AS1	100130717
1052509	A_23_P17769	DDT	1652
1023248	CUST_11609_PI416261804	CEP83-DT	144486
1051510	CUST_8925_PI416261804	GHRL	51738
1059216	CUST_7306_PI416261804	NOP14-AS1	317648
1016461	CUST_27_PI416383280	FBXO46	23403
1037549	A_24_P201960	CCDC85C	317762
1015396	CUST_3321_PI416261804	LOC100130964	100130964
1018855	CUST_15384_PI416261804	ZPBP	11055
1034485	A_24_P356509	RAD51D	5892
1023858	CUST_112_PI416379584	CEACAM18	729767
1028502	A_32_P159234	TRMT9B	57604
1031002	A_24_P82630	SMCHD1	23347
1032222	A_24_P647146	HDAC7	51564
1033266	A_24_P415012	LRP12	29967
1051691	A_23_P201998	WAC	51322
1025644	CUST_1010_PI417557136	DDC	1644
1031620	A_24_P784765	CD59	966
1033494	A_24_P371053	ORMDL1	94101
1030778	A_24_P873414	PLEKHB2	55041
1028554	CUST_842_PI416379584	METTL11B	149281
1056174	CUST_921_PI416379584	GRIP2	80852
1025223	CUST_10_PI417557136	GABRA2	2555
1027642	A_32_P218332	ACSF3	197322
1015896	CUST_2249_PI416261804	TTC21A	199223
1029699	A_24_P98524	PPP3CB	5532
1017539	CUST_16548_PI416261804	MUTYH	4595
1024096	CUST_10865_PI416261804	CRADD	8738
1027903	A_32_P191262	ACR	49
1058813	CUST_7552_PI416261804	GFOD1	54438
1015456	CUST_2919_PI416261804	HHIP-AS1	646576
1031806	A_24_P664939	CNBP	7555
1032664	A_24_P64039	AP3M2	10947
1011096	CUST_631_PI416379584	FAM168A	23201
1059408	CUST_706_PI417557136	GABRA1	2554
1025520	A_32_P8546	LINC00473	90632
1026519	A_32_P47554	HINT1	3094
1034971	A_24_P307014	BRD2	6046
1035405	A_24_P278299	ASB13	79754
1040172	A_24_P174316	KANSL3	55683
1047950	A_23_P30976	GRM1	2911
1027172	A_32_P331916	AKR1C6P	389932
1059266	CUST_7102_PI416261804	CHADL	150356
1014029	CUST_4549_PI416261804	MUC6	4588
1028277	A_32_P163306	HHIPL1	84439
1035964	A_24_P261734	SLC38A1	81539
1040518	A_23_P86434	JMJD1C-AS1	84989
1037828	A_24_P166663	CDK6	1021
1045937	A_23_P386764	DOLPP1	57171
1018782	CUST_15426_PI416261804	ATP1A1-AS1	84852
1025975	A_32_P71437	NORAD	647979
1026137	A_32_P66364	PPP1R1C	151242
1031073	A_24_P910262	STYX	6815
1046157	A_23_P367663	GSN-AS1	57000
1059212	CUST_7302_PI416261804	SNHG8	100093630
1014697	CUST_362_PI416379584	CNRIP1	25927
1016099	CUST_21_PI416383280	PABPC4L	132430
1017642	CUST_17_PI416987708	SCX	642658
1019290	CUST_14850_PI416261804	BANF2	140836
1028161	A_32_P180265	LOC105379807	105379807
1029946	A_24_P941359	RIPOR2	9750
1035583	A_24_P300302	ZNF300P1	134466
1016241	CUST_2418_PI416261804	TMEM35B	100506144
1024083	CUST_10877_PI416261804	NRTN	4902
1034909	A_24_P310756	FBXO28	23219
1042442	A_23_P6422	RFPL3	10738
1049122	CUST_8837_PI416261804	CCDC196	440184
1028424	A_32_P162187	C2	717
1029851	A_24_P944588	ZNF682	91120
1044857	A_23_P417632	ECRP	643332
1015301	CUST_2929_PI416261804	LOC105377590	105377590
1028367	A_32_P194312	SDK2	54549
1059613	CUST_945_PI416379584	CLEC2A	387836
1025508	A_32_P85813	RAP1GDS1	5910
1015273	CUST_2954_PI416261804	LOC105377590	105377590
1016599	CUST_1946_PI416261804	TEX10	54881
1015115	CUST_3142_PI416261804	LINC01556	729583
1026461	A_32_P494790	LOC646548	646548
1029229	A_32_P148796	UBXN2B	137886
1034516	A_24_P355876	TMBIM6	7009
1051592	A_23_P202939	APLP2	334
1015028	CUST_3200_PI416261804	DPY19L1	23333
1026944	A_32_P37474	SVIL2P	645954
1021576	CUST_12842_PI416261804	COL6A2	1292
1025791	A_32_P81806	ZNF738	148203
1026552	A_32_P6408	ZNF853	54753
1032944	A_24_P408297	DZANK1	55184
1027481	A_32_P225345	C11orf88	399949
1038574	A_24_P106794	NUDCD1	84955
1024116	CUST_1085_PI416379584	C2CD4D	100191040
1036505	A_24_P252739	KLF6	1316
1049726	A_23_P250874	FKBP6	8468
1048369	CUST_881_PI416379584	DPH6	89978
1041537	A_23_P70643	ADGB	79747
1048546	A_23_P312652	CIRBP	1153
1024177	CUST_1067_PI416379584	PRSS41	360226
1037587	A_24_P200427	PAICS	10606
1035395	A_24_P278762	MAPKAPK5-AS1	51275
1035423	A_24_P277456	UBE2K	3093
1046141	A_23_P368205	PIP5K1A	8394
1029883	A_24_P943815	PNPLA4	8228
1039181	A_24_P133475	DHRS1	115817
1015483	CUST_787_PI416379584	GRXCR2	643226
1015497	CUST_2882_PI416261804	NUP210P1	255330
1043904	CUST_8773_PI416261804	TXNL1	9352
1025978	A_32_P71113	SCAI	286205
1028081	A_32_P213521	EMCN	51705
1037658	A_24_P19752	PEX19	5824
1013752	CUST_4391_PI416261804	SYCE3	644186
1031892	A_24_P59786	GFAP	2670
1033951	CUST_862_PI416379584	PABPN1L	390748
1058839	CUST_6910_PI416261804	IGFL2	147920
1024293	CUST_11110_PI416261804	SLC39A6	25800
